actual_cascade_size,avg_time_from_root,cascade_size,early_propagation_intensity,exclamation_count,forward_count,has_hashtag,has_mention,has_url,interaction_rate,is_rumor,like_count,like_forward_ratio,max_time_from_root,median_time_from_root,microblog_id,min_time_from_root,original_forward_count,original_reply_count,original_text,original_time,propagation_activity,propagation_breadth,propagation_depth,propagation_duration,propagation_efficiency,propagation_speed,question_count,reply_count,reply_forward_ratio,std_time_from_root,text_length,virality_score
29,0.11394636015325671,29,0,0,16,0,0,0,1.0,False,0,0.0,0.22805555555555557,0.0925,4030_ADqDujmG7_2359151170,0,115,45,鼠标用多了指头好僵硬，腕子也痛，我可不想成为‘鼠标手’的目标，还是按摩按摩吧，边工作边按摩，自己做自己的按摩医生。,1396194981,29.0,0.07088130103621827,0,0.22805555555555557,29.0,254.50571620712844,0,13,0.8125,0.07088130103621827,57,2.0159
355,15.14485289514867,355,0,2,314,0,0,1,1.0,False,14,0.044585987261146494,18.439166666666665,15.854166666666666,3076_A683vrzqE_1664295632,0,973,36,刚才那种整块的BilTong非洲神肉，被我们扫荡光了，就剩切片的了……雕粉们，准备好你们的胃吧！25号见！ 我在:http://t.cn/z8vr4cI,1377273494,19.252496949428302,3.085679977025504,2,18.439166666666665,177.5,23.440306912041162,0,41,0.1305732484076433,3.085679977025504,76,3.938
385,299.4677929292929,385,0,0,111,0,0,0,1.0,False,133,1.1981981981981982,25472.18388888889,23.705833333333334,4155_zcm1aqlPz_1239315002,0,388,2317,给即将过去的2012年说声感谢 谢谢那再也回不来的过去 谢谢时间给我留下最好的朋友 最爱我的家人、最棒的嘉园〜怀着感恩的心迎接2013平安,1356968905,0.01511452656275535,1884.6112624267444,1,25472.18388888889,385.0,1.2856140429461878,0,274,2.4684684684684686,1884.6112624267444,69,4.3056
438,84.98519469812278,438,0,0,224,0,0,1,1.0,False,17,0.07589285714285714,3132.180277777778,1.8297222222222222,2647_z5tAfw4Vz_2803301701,0,626,54,【外媒：常委人数变化使中国政治决策更有效率】十八大闭幕，国际舆论纷纷热评。英国《卫报》撰文称，习近平15日向媒体介绍他的中央政治局常委同事时表现十分自信。他同李克强已经在常委中共事了一届，配合良好，现在常委从9人减少到7人，将使中国的政治决策更加有效率。http://t.cn/zjwTWGb 人民日报,1353060717,0.1398386941861318,424.0223461683736,2,3132.180277777778,219.0,5.153838872239177,0,214,0.9553571428571429,424.0223461683736,151,4.2105
473,80.74866044162556,473,0,1,242,0,1,0,1.0,True,0,0.0,7435.994722222223,10.588333333333333,2525_yrft2unTF_1142648704,0,509,124,【算算再过20年，中国会剩下什么？】某官员酒后吐真言:算一笔简简单单的帐，目前中国5%的人掌握了中国95%财富，而这5%的人已经移民或者正在办理移民，这意味着，20年后这95%的财富不再是中国人所有，那是，中国还有什么？数亿老人+一片被污染的山川河流+地底下没有资源的土地！（@移民专家张跃辉） ,1341590289,0.06360951260312965,366.899501743962,5,7435.994722222223,94.6,5.857682312165895,2,231,0.9545454545454546,366.899501743962,148,3.8969
776,2.262224727949599,776,0,0,79,0,0,1,1.0,False,2,0.02531645569620253,48.24166666666667,1.160138888888889,3887_yuzmfs1l9_1698823241,0,791,225,【韩媒称中国裁判越权举报朴泰桓犯规 暗示其被黑】孙杨在今天男子400米自由泳预赛中以3分45秒07排名第一晋级决赛，他的劲敌韩国的朴泰桓因犯规被取消成绩。事后韩国媒体调查称：中国裁判本负责的是朴泰桓右手的泳道，负责朴泰桓的裁判是英国人，但赛后中国裁判举报了朴泰桓犯规。http://t.cn/zW9U1tm,1343477237,16.08567973743306,3.7738972770597994,10,48.24166666666667,77.6,343.02516032672804,0,697,8.822784810126583,3.7738972770597994,153,4.2322
246,13.91301603432701,246,0,0,75,0,0,1,1.0,False,5,0.06666666666666667,423.29027777777776,0.7326388888888888,3969_yFerZmN3g_1653603955,0,258,113,【苏州遭持刀抢劫女子已无生命危险】今天（10月6日）晚上7点半左右，一名女子在苏州人民路东二路附近一停车场上车时，遭遇持刀抢劫，下巴和大腿各中一刀。据了解，女子之前从附近某商场出来，行凶男子也是从商场一路尾随至停车场行凶。女子的丈夫说，妻子确实是去那边的商场购物的http://t.cn/zl9LyDE,1349536023,0.5811614698345304,53.91728740952938,4,423.29027777777776,61.5,17.681284876913413,0,171,2.28,53.91728740952938,151,3.7071
360,1.6770686728395061,360,0,1,59,0,0,1,1.0,False,0,0.0,24.326944444444443,0.591388888888889,2758_hKCYHI_1638782947,0,384,185,【消息称蜀中制药涉嫌用苹果皮做板蓝根以降成本】蜀中制药涉嫌用苹果皮制作板蓝根，以降低成本。该公司一位文姓副总证实了以上消息，称目前已停产1个多月，最终处理结果要等省药监局的正式文件。蜀中制药缔造者安好义曾表示，金杯银杯不如老百姓的口碑，只做老百姓买得起的放心药！http://t.cn/he1Zvj,1306040712,14.7984059741713,2.9044702146905865,3,24.326944444444443,120.0,214.6602615803865,0,301,5.101694915254237,2.9044702146905865,149,3.5755
358,101.61533568075117,358,0,1,299,0,0,0,1.0,False,64,0.2140468227424749,736.1166666666667,8.060833333333333,4892_AjOwFuR6Z_1653603955,0,391,38,梦想，不会欺骗任何人。欺骗我们的，是无限膨胀的欲望。争强好胜是天性，不服输的年纪里，每个人都眼高于顶，于是梦想回报你的是一次次鼻青脸肿。梦想与现实较劲的过程中渐渐发现：成熟是摔出来的。 —— 苏芩 晚安！,1385049564,0.48633595218149295,172.1059594696622,2,736.1166666666667,179.0,3.523090265870325,0,59,0.19732441471571907,172.1059594696622,102,4.1766
584,48.59076103500761,584,0,0,184,0,1,0,1.0,True,1,0.005434782608695652,4796.164722222222,3.3495833333333334,2290_yAWxY4wUX_1726416662,0,608,127,@揭露社会黑暗面：他死了为保护一群陌生人。而这群被保护者事后一拥而散，无人愿做目击证人。22日，天津50路公交出现小偷，司机提醒乘客小心。结果，在全车人围观中，被小偷连捅数刀。受伤后，他被独自留在工作多年的公交上，流干了血，去世。图片记下这最后一刻，那时他在想什么？谁知道他的名字？,1347099067,0.12176395804216947,437.56126942865086,7,4796.164722222222,83.42857142857143,12.018745694870933,2,400,2.1739130434782608,437.56126942865086,141,4.1232
209,14.331803561935141,209,0,0,60,0,0,1,1.0,False,35,0.5833333333333334,1719.8741666666667,2.390277777777778,3323_yvXH9wHb4_1642591402,0,235,205,【马国明否认暗追胡杏儿】TVB情侣档胡杏儿黄宗泽分手后，有关两人的传闻不断。日前，港媒又曝出马国明暗恋胡杏儿多年，最近因合作新戏《恋爱季节》对胡杏儿展开追求攻势。对此，马国明在拍片现场作出回应，澄清两人的绯闻纯属谣传。详情：http://t.cn/zWOAqgD 视频：http://t.cn/zWOLdu6 （新娱）,1344268500,0.1215205182162067,118.80206928707749,2,1719.8741666666667,104.5,14.582951761570191,0,149,2.4833333333333334,118.80206928707749,159,3.8093
177,34.63501255492781,177,0,1,108,0,0,1,1.0,True,2,0.018518518518518517,257.41805555555555,14.675277777777778,2217_ztl6fBLtv_1220241885,0,182,13,留存！ 我在:http://t.cn/zT6Iswt,1366620204,0.6875974555009415,59.63944604008172,8,257.41805555555555,22.125,5.11043556630144,0,69,0.6388888888888888,59.63944604008172,26,3.4843
156,33.587800925925926,156,0,1,86,0,0,0,1.0,True,0,0.0,1810.2358333333334,1.7872222222222223,2048_ze64Bjgy1_2739355124,0,158,16,[话筒]【紧急通知】新版假币又来了!千万不要上当了，果断转给身边的朋友吧~ By曼布网,1357959213,0.08617661695092213,172.28662440815927,4,1810.2358333333334,39.0,4.644543426467254,0,70,0.813953488372093,172.28662440815927,43,3.1829
175,18.382084126984125,175,0,1,116,0,0,0,1.0,True,66,0.5689655172413793,333.7363888888889,0.8788888888888889,46_A3CVvsplf_1906604475,0,175,80,英国一摄影师捕捉到一印尼男子被洪水冲走的最后一刻！男子向镜头摆出了人生最后一个手势，以示对摄影师的尊重，对自己生命的畏惧。。震撼。。。 [转],1375851765,0.5243659541670863,52.16682642681115,2,333.7363888888889,87.5,9.520139217680294,0,59,0.5086206896551724,52.16682642681115,71,3.8407
243,47.09048353909465,243,0,0,84,0,0,0,1.0,True,5,0.05952380952380952,2730.71,0.6263888888888889,617_zmvBA455N_1230218795,0,257,147,李天一涉嫌强奸罪被批捕。李的76人律师团领队、法律大学副校长张爱国对媒体表示，【李天一因是第一个与被害女子发生关系，所以不构成轮奸罪，】只是以判罚较轻的强奸罪批捕，这是律师团所有成员共同努力的结果。真是将门无犬子啊。不知李将军参加两会没?有什么好提案?,1362738955,0.08898784565186343,224.27143607774548,3,2730.71,81.0,5.160278292709837,2,159,1.8928571428571428,224.27143607774548,126,3.6663
124,335.5285394265233,124,0,0,71,0,0,0,1.0,True,0,0.0,4384.696111111111,12.52875,479_yAEYJmF96_1823329731,0,128,1,傻逼才去看贞子,1346938058,0.028280181079317165,696.794207752424,8,4384.696111111111,15.5,0.3695661782211957,0,53,0.7464788732394366,696.794207752424,7,3.059
509,5.233759004584152,509,0,3,297,0,1,0,1.0,True,4,0.013468013468013467,144.31,3.4766666666666666,1362_A1cnNj1h4_3217848597,0,628,160,今天终于亲眼见到了城管暴力执法，真是往死里打啊！一群年轻力壮的城管围殴一个板车小贩，而且下死手，根本不管是不是要害。发博当事人还称：地点就西直门。我手机差点被砸。网友吐槽：这两天已经被城管黑的，无力吐槽了，这到底是一个什么样的组织！！@习美黄德荣,1374472060,3.5271290970826694,9.21767140170687,9,144.31,56.55555555555556,97.25323606879422,0,212,0.7138047138047138,9.21767140170687,123,4.2972
98,65.17643990929706,98,0,0,12,0,0,1,1.0,True,0,0.0,2640.358888888889,8.196944444444444,1151_zeWR6aF8n_1768946503,0,100,26,[蜡烛]尼古拉斯·凯奇（Nicolas Cage，1964年1月7日－2013年1月17日）2013年1月17日(北美时间)因滑雪意外丧生。新闻链接： http://t.cn/zjDmviG,1358442953,0.03711616644706969,313.5862002699234,4,2640.358888888889,24.5,1.5036108160614774,0,86,7.166666666666667,313.5862002699234,95,2.6413
301,116.98962532299741,301,0,3,176,0,0,0,1.0,False,9,0.05113636363636364,3214.5205555555553,16.964444444444446,3302_zfQUZaGzb_1671201057,0,322,86,他是距离唐山仅65公里的青龙县委书记，1976年唐山大地震前夕，他顶着摘乌纱帽的风险拍了板，向全县预告地震灾情。7月25日，青龙县的人几乎全被赶到室外生活。7月28日，唐山全城毁灭，死24万人以上。青龙毁坏房屋1.8万间，完全坍塌7300余间，万幸！47万人无一伤亡。他用权力救了47万人！他是冉广岐！转,1358956757,0.09363760311931778,389.7927696642286,2,3214.5205555555553,150.5,2.572877716027957,0,125,0.7102272727272727,389.7927696642286,152,3.8757
275,38.85679696969697,275,0,0,102,1,0,0,1.0,True,62,0.6078431372549019,697.1266666666667,13.475833333333334,198_zsxh1zz3s_1420555367,0,288,457,#复旦大学投毒事件#故事应该是这样的：投毒嫌疑人林森浩的本意并不是毒杀黄洋，而是同舍的另一人姜成，他曾于2012年在百度注册名为“诛姜成”，并提了很多关于有毒化合物的问题，他的本意应该也并非直接投毒致命，而是小剂量缓慢的让他中毒，最终致死，却不曾想放错了剂量，并误杀黄洋，最终造成惨剧。,1366163555,0.3944763744513192,93.0526281077675,2,697.1266666666667,137.5,7.077268880769114,0,173,1.696078431372549,93.0526281077675,143,4.0841
112,18.36576636904762,112,0,0,45,1,0,0,1.0,True,10,0.2222222222222222,275.15277777777777,1.052638888888889,210_zggspqbHf_1757022731,0,118,45,#热点新词#【反腐女侠】赵红霞，山城弱女子一枚，在过去12个月的时间里分别和雷政富、彭智勇、范明文、罗广、韩树明、粟志光等11人走完上床、拍片、捉奸的流程，一举睡翻六厅级干，频引重庆官场地震，为反腐立下“奇功”……强烈呼吁有关部门授予赵红霞同志“反腐女英雄”的光荣称号[转发] [膜拜了] ,1359190818,0.40704659027812834,49.887627149409454,2,275.15277777777777,56.0,6.09830255647578,0,67,1.488888888888889,49.887627149409454,145,3.2727
567,53.86920487948266,567,0,0,255,0,0,0,1.0,True,28,0.10980392156862745,1842.076111111111,24.8175,364_A8wMjmrwk_2964493453,0,587,92,【我们不知道的俄罗斯】1.住房不收费：人均18㎡以下无偿转给个人，18 ㎡以上部分也只收很少钱。2.用水没水表：自来水、热水从不收费。3.看病不花钱：手术、住院、治疗免费，只收药费。4.教育倒贴：上学免费，还免费供应一顿早餐或午餐。5.失业要批准：企业须提前3个月向国家申请批准后方可解雇员工。,1378636507,0.3078048711342305,147.8465321169306,16,1842.076111111111,35.4375,10.525494134700978,0,312,1.223529411764706,147.8465321169306,147,4.6232
262,121.34977205258694,262,0,1,32,0,0,0,1.0,False,0,0.0,23736.2,23.10013888888889,3130_iy9ocV_1988773540,0,279,105,这几天开始爬overhang了，爸爸太贪心了，前几天不但把岩壁变成负１０度，还把好多点都转到难抓的方向了，搞的我都不愿意爬了。今天他突然良心发现，把好点都还给我了，这样爬起来才爽！,1306851243,0.011037992602017172,1465.7569627475661,13,23736.2,20.153846153846153,2.1590481429702417,0,230,7.1875,1465.7569627475661,90,3.3575
475,50.977843274853804,475,0,1,78,0,0,0,1.0,True,0,0.0,1576.3919444444443,7.8925,499_zeWZvaVC4_1394657835,0,492,112,灾难片《先知》，动作片《勇闯夺命岛》，暴力片《变脸》，场面片《遇见未来》，战争片《风语者》，情感片《恶灵骑士》，爱情片《天使之城》，经典片《国家宝藏》，惊悚片《世贸中心》，悬疑片《8毫米》......，这些都成了记忆，刚才消息：偶像尼古拉斯·凯奇于美时1月17日滑雪意外丧生，人生定格49岁！,1358444195,0.30132100184475413,208.1291548371071,6,1576.3919444444443,79.16666666666667,9.317773555836297,0,397,5.089743589743589,208.1291548371071,146,3.7493
136,64.18606617647059,136,0,1,77,0,1,0,1.0,True,3,0.03896103896103896,915.9505555555555,1.1099999999999999,1875_zljv0h89O_1198220993,0,145,41, @人性本自私: 畜生王云刚江苏省检查院培训中心副处级干部车祸撞死人不屑一顾丧尽天良，处理交警冷血！,1362059784,0.14847963045069754,199.03479481681666,4,915.9505555555555,34.0,2.1188399305557546,0,59,0.7662337662337663,199.03479481681666,50,3.2881
577,7773.901677257847,577,0,0,325,0,0,1,1.0,False,7,0.021538461538461538,32766.814166666667,2787.0280555555555,4919_ynBapoTli_2809213891,0,593,72,好多人问我关于健走是啥？为啥走路要拿个手杖？手杖怎么用？大家看这里吧：《越野行走杖教学片》 http://t.cn/zWPURHc,1339516285,0.017609279836151296,7636.139325488037,4,32766.814166666667,144.25,0.0742227035991443,3,252,0.7753846153846153,7636.139325488037,65,4.2985
639,9918.769889149713,639,0,0,358,0,0,1,1.0,True,21,0.05865921787709497,24962.998333333333,9829.822777777777,1276_zrc04kyS6_2141844925,0,696,139,【耶鲁大学校长：中国大学是人类文明史上最大的笑话】 http://t.cn/zTba5Y9 曾任耶鲁大学校长的小贝诺•施密德特，日前在耶鲁大学学报上公开撰文批判中国大学，引起了美国教育界人士对中国大学的激烈争论。,1365400370,0.02559788657866219,1118.892283000844,10,24962.998333333333,63.9,0.06442331127159341,0,281,0.7849162011173184,1118.892283000844,106,4.5952
275,201.90796464646465,275,0,0,41,0,1,0,1.0,True,4,0.0975609756097561,13968.413333333334,4.283611111111111,1839_yo1ly0yoS_2562810123,0,296,100,"哪天去看看。@随手拍烟台生活：烟台公园收费板凳 ，坐前投币,钉子就会下去.....",1339756220,0.019687275386085366,1561.6794321801683,4,13968.413333333334,68.75,1.362006696870614,0,234,5.7073170731707314,1561.6794321801683,41,3.5634
205,97.73217750677507,205,0,0,57,0,0,1,1.0,True,0,0.0,5675.5986111111115,2.446111111111111,1488_z7HrRclqu_2238243622,0,211,40,请立即停止使用微波炉：去德国的确看到他们国家的家庭中几乎看不到微波炉，大家都知道微波炉的危害之大，所以都不用，女儿告诉我不要再用了，我还不当回事，习惯吃热饭，又懒得蒸，看到下面这篇... http://t.cn/zlk9nUb,1354324222,0.03611953805166415,567.8165742307355,4,5675.5986111111115,51.25,2.0975691448785003,0,148,2.5964912280701755,567.8165742307355,113,3.2621
474,40.320280121894044,474,0,7,242,0,0,0,1.0,True,0,0.0,1254.5058333333334,18.254166666666666,1350_z09fWdIiL_2949723697,0,540,93,求证：【中国红会——你凭什么购买这么多路虎】一种无耻可以肆无忌惮！一种诈骗可以正大光明！一种抢劫可以毫无顾忌！一种挥霍可以明目张胆！一种贪污可以合情合理！——最后，一种法律对它视而不见！一个国家的慈善机构，贪婪到连慈善捐款都不放过，你们真是穷凶恶极了吧！企鹅的刀手们，我们来比赛。,1350033327,0.37783801988432364,96.87134055880547,6,1254.5058333333334,79.0,11.755870707421412,0,232,0.9586776859504132,96.87134055880547,140,3.928
145,22.232555555555557,145,0,0,60,0,0,0,1.0,True,0,0.0,2457.7391666666667,0.9836111111111111,1545_zg52ef9FH_2599661767,0,154,25,河南漯河房管局副局长枪顶记者头问“要不要一枪打死你”？ 局长说，下次再敢来采访一枪打死你。哎，在中国做记者。。。,1359086134,0.058997310197346,204.06066756079974,4,2457.7391666666667,36.25,6.521967285212376,1,85,1.4166666666666667,204.06066756079974,56,3.1282
176,22.369239267676768,176,0,0,118,0,0,0,1.0,False,0,0.0,1676.1958333333334,10.198472222222222,4988_ydyZzsQlv_1722204577,0,207,39,这一瞬间。。。秒杀。。。。。起范儿了。。。。飘柔。。。就是这么自信[啦啦啦啦],1333814174,0.10499966441868616,127.80460073963614,8,1676.1958333333334,22.0,7.867947492265304,0,58,0.4915254237288136,127.80460073963614,39,3.317
357,10.51079131652661,357,0,0,203,0,0,0,1.0,True,11,0.054187192118226604,649.1916666666667,0.9533333333333334,2232_zkX8DaZcf_1230218795,0,390,88,【央视员工爆料：广西惊现帝王局长】中国记者杨慧峰： 广西都安民政局长黄某一个人吃着509份底保，九套房子，6个老婆。三老婆刘茹跟人偷情被局长打，不服，报料：各位后宫电话：江素：15078554853黄鹂：18777887596张晓：15078070889阿萍：13478865543丽丽：13877860659第二轮反腐开始，大家速速顶起,1361854852,0.5499146374337317,61.79486215725088,6,649.1916666666667,59.5,33.96509256526406,0,154,0.7586206896551724,61.79486215725088,169,4.1512
336,68.13386987433863,336,0,2,139,0,0,0,1.0,True,2,0.014388489208633094,3399.4327777777776,14.956944444444446,59_yBp7OwQdI_2675885611,0,343,25,央视4台《今日关注》，胡总已下令，如果日本有闯入钓鱼岛及其附属岛屿12海里以内，中国海军部队可以立即向其进行军事打击。昨日政府发声明宣布中华人民共和国钓鱼岛及其附属岛屿的领海基线，此举意味着不再承认钓鱼岛存在主权争议。总理讲话：中国政府和人民绝不会退让半步！是中国人就转！,1347360980,0.0988400188985777,262.6110169858525,8,3399.4327777777776,42.0,4.931468014655487,0,197,1.4172661870503598,262.6110169858525,136,3.8676
81,4.292952674897119,81,0,4,47,0,0,0,1.0,True,0,0.0,20.794166666666666,3.866111111111111,1091_yx5B13HdG_1414991043,0,116,38,网传台湾前领导人 前国民党员 李登辉因心脏病去世！记得以前特别痛恨他，后来才发现原来真正阻碍两岸统一另有其人（我什么也没说）！他从支持统一到支持独立，这只不过是在维护台湾的利益罢了！虽然不同意他某些做法置！但仅其出发点而言，他已经比他对岸那些同行们优秀太多了,1344909129,3.8953232076303452,2.760811181607132,3,20.794166666666666,27.0,18.868132526511292,0,34,0.723404255319149,2.760811181607132,129,2.7837
155,6.704347670250896,155,0,3,10,0,0,0,1.0,True,0,0.0,96.26944444444445,1.3186111111111112,2206_yxsNyzBYU_2518895162,0,157,60,据说这是广东经典名菜：三叫。刚出生的老鼠仔，直接生吃！当筷子夹起来的时候老鼠仔会叫一声；沾酒的时候会再叫一声；送进嘴里的时候会再惨叫一声！！想不想试试？（绝对重口味，大图慎点）,1345121772,1.610064344865395,12.814586802868218,6,96.26944444444445,25.833333333333332,23.11932608861847,1,145,14.5,12.814586802868218,88,2.8789
81,9.054873113854596,81,0,2,45,0,0,0,1.0,True,1,0.022222222222222223,47.33111111111111,8.536111111111111,424_zw7nUCCsF_2656132191,0,91,21,孩子啊，妈去街上卖点山竹，挣完钱了给你买点肉吃吃，娘知道你一星期没吃到肉了。”重庆一妇女对她孩子说。孩子开心回答：“好啊，中午我在家洗菜淘米，等你回家来烧饭哦” ——想不到半路上遇到城管执法把她推下台阶！竟成了永别！旁边的小贩说，这名妇女卖水果辛苦拉扯3个孩子,1368199159,1.7113479506080096,6.404627399908124,5,47.33111111111111,16.2,8.945459420747076,0,36,0.8,6.404627399908124,130,2.9164
136,11.742089460784314,136,0,0,19,0,0,0,1.0,True,2,0.10526315789473684,857.2683333333333,2.7269444444444444,444_yBq9p0VEc_1294049220,0,139,37,开火了？这是真的吗？[思考],1347370381,0.1586434430293121,73.26083368030208,9,857.2683333333333,15.11111111111111,11.582265699320933,2,117,6.157894736842105,73.26083368030208,14,3.1493
218,13.453372833843018,218,0,0,131,0,0,0,1.0,True,4,0.030534351145038167,250.44666666666666,0.9175,2007_zt48C92BL_2093778914,0,225,41,感动又被萌翻，地震发生期间一位警察救起了一只压在木板下的一只大熊猫当警察准备离开时熊猫死死地抱住警察叔叔的腿。如果你感动了，请转发一下把。地震无情人有情，为雅安祈福。,1366464750,0.8704448052812309,42.14281000226148,3,250.44666666666666,72.66666666666667,16.204114960049562,0,87,0.6641221374045801,42.14281000226148,83,3.6381
814,5.6926578983422385,814,0,0,181,0,0,1,1.0,True,52,0.287292817679558,311.62888888888887,3.8844444444444446,56_ADvGc9AGO_2154995337,0,822,183,我是说为什么文章“周一见”道歉声明辣么眼熟... -http://t.cn/8sM2elq,1396241205,2.6120813218001473,12.575324913181841,11,311.62888888888887,74.0,142.991202797738,0,633,3.4972375690607733,12.575324913181841,45,4.8569
