text,label,tfidf_mean,embedding_mean,sentiment_score,sentiment_intensity
鼠标用多了指头好僵硬，腕子也痛，我可不想成为‘鼠标手’的目标，还是按摩按摩吧，边工作边按摩，自己做自己的按摩医生。,0,0.002266779489255824,-0.0020289429709705524,0.01,0.01
刚才那种整块的BilTong非洲神肉，被我们扫荡光了，就剩切片的了……雕粉们，准备好你们的胃吧！25号见！ 我在:,0,0.001987984901467389,-9.767727462668685e-06,0.010810810810810811,0.010810810810810811
给即将过去的2012年说声感谢 谢谢那再也回不来的过去 谢谢时间给我留下最好的朋友 最爱我的家人、最棒的嘉园〜怀着感恩的心迎接2013平安,0,0.0032888073144699435,-0.001433096625470334,0.03076923076923077,0.03076923076923077
【外媒：常委人数变化使中国政治决策更有效率】十八大闭幕，国际舆论纷纷热评。英国《卫报》撰文称，习近平15日向媒体介绍他的中央政治局常委同事时表现十分自信。他同李克强已经在常委中共事了一届，配合良好，现在常委从9人减少到7人，将使中国的政治决策更加有效率。 人民日报,0,0.0030918411052247826,-0.0031041064975988798,0.0,0.0
【算算再过20年，中国会剩下什么？】某官员酒后吐真言:算一笔简简单单的帐，目前中国5%的人掌握了中国95%财富，而这5%的人已经移民或者正在办理移民，这意味着，20年后这95%的财富不再是中国人所有，那是，中国还有什么？数亿老人+一片被污染的山川河流+地底下没有资源的土地！（,1,0.003970645898847407,-0.0014439984558628411,-0.004651162790697674,0.004651162790697674
【韩媒称中国裁判越权举报朴泰桓犯规 暗示其被黑】孙杨在今天男子400米自由泳预赛中以3分45秒07排名第一晋级决赛，他的劲敌韩国的朴泰桓因犯规被取消成绩。事后韩国媒体调查称：中国裁判本负责的是朴泰桓右手的泳道，负责朴泰桓的裁判是英国人，但赛后中国裁判举报了朴泰桓犯规。,0,0.0033957178619126753,-0.001979277294394108,0.0,0.0
【苏州遭持刀抢劫女子已无生命危险】今天（10月6日）晚上7点半左右，一名女子在苏州人民路东二路附近一停车场上车时，遭遇持刀抢劫，下巴和大腿各中一刀。据了解，女子之前从附近某商场出来，行凶男子也是从商场一路尾随至停车场行凶。女子的丈夫说，妻子确实是去那边的商场购物的,0,0.003691079053328923,-0.0038305027090061615,0.0,0.0
【消息称蜀中制药涉嫌用苹果皮做板蓝根以降成本】蜀中制药涉嫌用苹果皮制作板蓝根，以降低成本。该公司一位文姓副总证实了以上消息，称目前已停产1个多月，最终处理结果要等省药监局的正式文件。蜀中制药缔造者安好义曾表示，金杯银杯不如老百姓的口碑，只做老百姓买得起的放心药！,0,0.003645674274213923,-0.0004416762079418646,0.005333333333333333,0.005333333333333333
梦想，不会欺骗任何人。欺骗我们的，是无限膨胀的欲望。争强好胜是天性，不服输的年纪里，每个人都眼高于顶，于是梦想回报你的是一次次鼻青脸肿。梦想与现实较劲的过程中渐渐发现：成熟是摔出来的。 —— 苏芩 晚安！,0,0.0031675859943122945,-0.0006605055423619968,0.013333333333333334,0.013333333333333334
【马国明否认暗追胡杏儿】TVB情侣档胡杏儿黄宗泽分手后，有关两人的传闻不断。日前，港媒又曝出马国明暗恋胡杏儿多年，最近因合作新戏《恋爱季节》对胡杏儿展开追求攻势。对此，马国明在拍片现场作出回应，澄清两人的绯闻纯属谣传。详情： 视频： （新娱）,0,0.0034119850785092032,-0.0020404700419609525,0.0058823529411764705,0.0058823529411764705
[话筒]【紧急通知】新版假币又来了!千万不要上当了，果断转给身边的朋友吧~ By曼布网,1,0.0035908579005966305,0.0015941025693158748,0.0,0.0
英国一摄影师捕捉到一印尼男子被洪水冲走的最后一刻！男子向镜头摆出了人生最后一个手势，以示对摄影师的尊重，对自己生命的畏惧。。震撼。。。 [转],1,0.00211021762755311,-0.0006530152948771148,0.01818181818181818,0.01818181818181818
李天一涉嫌强奸罪被批捕。李的76人律师团领队、法律大学副校长张爱国对媒体表示，【李天一因是第一个与被害女子发生关系，所以不构成轮奸罪，】只是以判罚较轻的强奸罪批捕，这是律师团所有成员共同努力的结果。真是将门无犬子啊。不知李将军参加两会没?有什么好提案?,1,0.007093030225177925,-0.00026138416581487716,0.0,0.0
今天终于亲眼见到了城管暴力执法，真是往死里打啊！一群年轻力壮的城管围殴一个板车小贩，而且下死手，根本不管是不是要害。发博当事人还称：地点就西直门。我手机差点被砸。网友吐槽：这两天已经被城管黑的，无力吐槽了，这到底是一个什么样的组织！！,1,0.003597942460554571,0.002856075535305874,0.0,0.0
[蜡烛]尼古拉斯·凯奇（Nicolas Cage，1964年1月7日－2013年1月17日）2013年1月17日(北美时间)因滑雪意外丧生。新闻链接：,1,0.0032765160905759475,-7.895588424556978e-05,0.0,0.0
他是距离唐山仅65公里的青龙县委书记，1976年唐山大地震前夕，他顶着摘乌纱帽的风险拍了板，向全县预告地震灾情。7月25日，青龙县的人几乎全被赶到室外生活。7月28日，唐山全城毁灭，死24万人以上。青龙毁坏房屋1.8万间，完全坍塌7300余间，万幸！47万人无一伤亡。他用权力救了47万人！他是冉广岐！转,0,0.0036872327062403595,0.002557026753088435,0.0,0.0
故事应该是这样的：投毒嫌疑人林森浩的本意并不是毒杀黄洋，而是同舍的另一人姜成，他曾于2012年在百度注册名为“诛姜成”，并提了很多关于有毒化合物的问题，他的本意应该也并非直接投毒致命，而是小剂量缓慢的让他中毒，最终致死，却不曾想放错了剂量，并误杀黄洋，最终造成惨剧。,1,0.0039239337661170345,0.0024334379908180583,0.0049382716049382715,0.0049382716049382715
【反腐女侠】赵红霞，山城弱女子一枚，在过去12个月的时间里分别和雷政富、彭智勇、范明文、罗广、韩树明、粟志光等11人走完上床、拍片、捉奸的流程，一举睡翻六厅级干，频引重庆官场地震，为反腐立下“奇功”……强烈呼吁有关部门授予赵红霞同志“反腐女英雄”的光荣称号[转发] [膜拜了],1,0.0033501752658259953,0.0004981763864772846,0.0,0.0
【我们不知道的俄罗斯】1.住房不收费：人均18㎡以下无偿转给个人，18 ㎡以上部分也只收很少钱。2.用水没水表：自来水、热水从不收费。3.看病不花钱：手术、住院、治疗免费，只收药费。4.教育倒贴：上学免费，还免费供应一顿早餐或午餐。5.失业要批准：企业须提前3个月向国家申请批准后方可解雇员工。,1,0.004401341773090352,-3.1329733639236245e-08,0.0,0.0
这几天开始爬overhang了，爸爸太贪心了，前几天不但把岩壁变成负１０度，还把好多点都转到难抓的方向了，搞的我都不愿意爬了。今天他突然良心发现，把好点都还给我了，这样爬起来才爽！,0,0.0023226517132159522,0.0005674960125860642,0.0,0.0
灾难片《先知》，动作片《勇闯夺命岛》，暴力片《变脸》，场面片《遇见未来》，战争片《风语者》，情感片《恶灵骑士》，爱情片《天使之城》，经典片《国家宝藏》，惊悚片《世贸中心》，悬疑片《8毫米》......，这些都成了记忆，刚才消息：偶像尼古拉斯·凯奇于美时1月17日滑雪意外丧生，人生定格49岁！,1,0.0033027426167165468,0.0004073626121274426,0.0,0.0
畜生王云刚江苏省检查院培训中心副处级干部车祸撞死人不屑一顾丧尽天良，处理交警冷血！,1,0.0017298964237570393,0.0059678243624954365,0.0,0.0
好多人问我关于健走是啥？为啥走路要拿个手杖？手杖怎么用？大家看这里吧：《越野行走杖教学片》,0,0.0020446196134241753,0.00408524255234027,0.0,0.0
【耶鲁大学校长：中国大学是人类文明史上最大的笑话】 曾任耶鲁大学校长的小贝诺•施密德特，日前在耶鲁大学学报上公开撰文批判中国大学，引起了美国教育界人士对中国大学的激烈争论。,1,0.002845885387816802,0.0003724559203930811,0.00909090909090909,0.00909090909090909
"哪天去看看。 ，坐前投币,钉子就会下去.....",1,0.001,0.001958055567022929,0.0,0.0
请立即停止使用微波炉：去德国的确看到他们国家的家庭中几乎看不到微波炉，大家都知道微波炉的危害之大，所以都不用，女儿告诉我不要再用了，我还不当回事，习惯吃热饭，又懒得蒸，看到下面这篇...,1,0.0029500296845386405,-9.625604831638206e-05,0.0,0.0
求证：【中国红会——你凭什么购买这么多路虎】一种无耻可以肆无忌惮！一种诈骗可以正大光明！一种抢劫可以毫无顾忌！一种挥霍可以明目张胆！一种贪污可以合情合理！——最后，一种法律对它视而不见！一个国家的慈善机构，贪婪到连慈善捐款都不放过，你们真是穷凶恶极了吧！企鹅的刀手们，我们来比赛。,1,0.0029875155055789485,0.003200033766476127,0.0,0.0
河南漯河房管局副局长枪顶记者头问“要不要一枪打死你”？ 局长说，下次再敢来采访一枪打死你。哎，在中国做记者。。。,1,0.00257275167587332,-0.0027206401428021693,0.0,0.0
这一瞬间。。。秒杀。。。。。起范儿了。。。。飘柔。。。就是这么自信[啦啦啦啦],0,0.0019911534648683377,0.007762912867961393,0.0,0.0
【央视员工爆料：广西惊现帝王局长】中国记者杨慧峰： 广西都安民政局长黄某一个人吃着509份底保，九套房子，6个老婆。三老婆刘茹跟人偷情被局长打，不服，报料：各位后宫电话：江素：15078554853黄鹂：18777887596张晓：15078070889阿萍：13478865543丽丽：13877860659第二轮反腐开始，大家速速顶起,1,0.003276447083061063,0.0003132877392303742,0.0,0.0
央视4台《今日关注》，胡总已下令，如果日本有闯入钓鱼岛及其附属岛屿12海里以内，中国海军部队可以立即向其进行军事打击。昨日政府发声明宣布中华人民共和国钓鱼岛及其附属岛屿的领海基线，此举意味着不再承认钓鱼岛存在主权争议。总理讲话：中国政府和人民绝不会退让半步！是中国人就转！,1,0.00416846938172931,0.00041125245542632076,0.0,0.0
网传台湾前领导人 前国民党员 李登辉因心脏病去世！记得以前特别痛恨他，后来才发现原来真正阻碍两岸统一另有其人（我什么也没说）！他从支持统一到支持独立，这只不过是在维护台湾的利益罢了！虽然不同意他某些做法置！但仅其出发点而言，他已经比他对岸那些同行们优秀太多了,1,0.0036676980522768444,-0.003149290075634395,0.0,0.0
据说这是广东经典名菜：三叫。刚出生的老鼠仔，直接生吃！当筷子夹起来的时候老鼠仔会叫一声；沾酒的时候会再叫一声；送进嘴里的时候会再惨叫一声！！想不想试试？（绝对重口味，大图慎点）,1,0.0027339366766065895,-0.0008916055045553902,0.0,0.0
孩子啊，妈去街上卖点山竹，挣完钱了给你买点肉吃吃，娘知道你一星期没吃到肉了。”重庆一妇女对她孩子说。孩子开心回答：“好啊，中午我在家洗菜淘米，等你回家来烧饭哦” ——想不到半路上遇到城管执法把她推下台阶！竟成了永别！旁边的小贩说，这名妇女卖水果辛苦拉扯3个孩子,1,0.0032112515276986374,0.002037706059357141,-0.01348314606741573,0.01348314606741573
开火了？这是真的吗？[思考],1,0.001,-0.000675837397019077,0.0,0.0
感动又被萌翻，地震发生期间一位警察救起了一只压在木板下的一只大熊猫当警察准备离开时熊猫死死地抱住警察叔叔的腿。如果你感动了，请转发一下把。地震无情人有情，为雅安祈福。,1,0.006874448675526079,0.0001889343692524581,0.01568627450980392,0.01568627450980392
我是说为什么文章“周一见”道歉声明辣么眼熟... -,1,0.0017314310728136905,-0.0011971211706994572,0.0,0.0
【特供瀑布】中国最大的瀑布——黄果树瀑布，早就没有多少水了，但只要大领导一来，瀑布还是气势磅礴。原来上面有水库，可以开闸放水。这年头，竟然连风景都有特供！！【转】独特视角，特别观点,1,0.0027526795216570045,0.0028252577071049474,0.0,0.0
23点，品味夜视觉：▲武汉“城管革命”考核纳入交通秩序，私家车乱闯红灯、行人乱穿路口将被抄告至单位或社区。如此惩罚，是否确有必要？▲上海大学取消接迎接新生班车，引导新生乘坐公共交通报到引发热议，“独立性”应当是大学教育的第一课吗？,0,0.0029836209735434934,-0.0025664360761512074,0.0,0.0
【麦当娜当着儿子的面脱衣自摸】麦当娜大前日于洛杉矶开演唱会，特别的观众应该是麦当娜七岁大的养子大卫。不过当晚麦当娜表演依然毫不避忌，除了与男舞蹈员跳贴身舞外，又于台上自摸，更即场于台上除去外衣长裤，只以黑色蕾丝内衣裤及鱼网丝袜于台上献唱，期间更露股娱宾！,0,0.0026541988003057956,-0.0001401208616538937,0.0,0.0
“亲爱的，我等着当你的伴娘，已经等了这么多年了，你什么时候才能嫁出去呢？” ——看到这话 你最想@ 给谁？是婚纱控就关注,0,0.0022318630686541025,-0.0018191762324788225,0.0,0.0
【腾讯将打包所有电商资产入股京东 占股16%】消息称腾讯入股京东已经尘埃落定，腾讯将旗下的所有电商包括易讯打包都给京东然后在投点钱，获得京东16%的股份（具体数还不确定）。消息称京东和腾讯将在下周一要宣布这一重大的消息！目前京东的人已经开始入住易迅各大长裤开始清点资产。,0,0.0037103398961010263,-0.0010512017548624333,0.0,0.0
【北京5名大学生出租房内身亡，疑似煤气中毒】4日上午8时30分许，在北京朝阳区樱花东街一居民出租房内，5名哈尔滨医科大学（大庆）大学生被发现疑似煤气中毒，不幸身亡，5人生前在北京中日友好医院实习。有不少低收入人群使用煤气采暖，保障通风切不可掉以轻心。（记者万一 卢国强）,0,0.003442793970291869,-0.00033051489746461983,0.0,0.0
真正的遗忘是多年以后，不小心提及你，仿佛说着别人的故事。 [叶子]晚安。,0,0.0022319145367566094,-0.003242090846957812,0.0,0.0
【紧急发布】[话筒] 刚收到家长私信：“我实在没粉丝，请各位名人与好心人帮忙转发一下。刘皓曦，男，三岁3个月，9月1号在陕西渭南北关村被拐！家里非常着急，求大家把照片转下去，发现线索马上与他爸刘成恩18691963447联系，10万寻子！你每转发一次，都有可能带给他一次希望；举手之劳，好人有好报！,1,0.005378234638961093,0.002395979757590447,-0.008695652173913044,0.008695652173913044
【顾客逗留不去是星巴克中国扩张一障碍】中国大陆顾客太爱这些店了，他们一个小时接一个小时的坐着，有时甚至一杯咖啡也不买。星巴CEO克舒尔茨向路透社表示：“十年来，中国大陆星巴克的核心顾客一直是在华工作的外国人和境外游客。毫无疑问，今日的核心顾客是中国人。”,0,0.003488757352777924,0.0027806863897267236,0.0,0.0
然后Marcel这孩子一个激灵 发现一只手在拿花 一只手在搂着腋毛sama 怎么才能拿牌子呢？ 然后...三个人都为这二货笑了,0,0.002103839362264296,-0.0009242420831028201,0.0,0.0
【川式怪味手撕鸡】鸡胸肉洗净后放锅内倒适量水，放姜煮开，撇去浮沫，中火煮至鸡肉熟透捞出晾凉；香葱切细丝，姜剁成蓉；鸡胸晾凉后，用手撕成细丝；在撕好的鸡丝内，调入红油25ml、盐4克、糖5克、醋10ml、花椒粉5克、姜蓉、香葱、鸡汤10ml拌匀即可。,0,0.001655353184288835,0.002142696012509374,0.005063291139240506,0.005063291139240506
你身处什么样的圈子，你就会遇到什么样的人；你结交了那些朋友，你脾性也会慢慢接近这样的人；你处在什么位置，站在什么高度，决定了你是怎么样的视野；内心多大的格局，你就可以看到多大的天空。你没有碰到你期望的人，是因为你还没有准备好你自己。,0,0.0025808545575322197,0.0007337196512805991,0.005128205128205128,0.005128205128205128
王思想: 【他爸真的是李刚】河北“我爸是李刚”案件主角李启铭已出狱。原本被判六年，真实服刑不过2年半。,1,0.002073754652661613,-0.0029336805789636346,0.0125,0.0125
各位粑粑麻麻们注意啦焦点访谈已播出，可口可乐承认旗下(果粒橙)含有美国禁用农药「多菌灵」，多菌灵可致脑麻痺、肝脏腫瘤等癌症。多对脑部影响最大，可引致局部麻痹，并会导致癌症不要给孩子们喝这种饮料。,1,0.003417753904637228,-0.001593022374531005,0.006557377049180328,0.006557377049180328
【雅安地震】自救方法！！ 紧急提示！！在没有医药的情况下，在患者伤处敷很薄的生土豆片，可以快速使伤口愈合、消肿，而给患者喝生土豆汁也可以快速补充能量，促进康复。请帮助扩散给灾区朋友。via,1,0.0040114913266493515,0.0005872996969390957,0.0,0.0
6月19日问答题：图中被遮挡住的内容是什么？转发+评论，附上15:01分之前回答正确的玩家，将送上奖励！每次每个ID只限参加一次！,0,0.003219839623022047,0.0009370078057479034,0.00975609756097561,0.00975609756097561
【葱油花卷】很多小姑娘都爱吃葱油花卷，因为它不管是名字，还是卖相，都让人觉得很清新。一个配料极其简单的花卷，其实内藏精致还有繁复。花卷是捏出来的，每一层都要有葱花，每一层都是独立的一层。花卷要一层一层撕着吃才有意思，每一层都能看见错落的葱花，每吃一口都能感觉到香味，咸味和鲜味。,0,0.002845184144283757,-0.0037827429592769764,0.0,0.0
发完信息后，第1分钟觉得他在看；第2分钟觉得他在回复；第3分钟检查自己有新消息没；第4分钟想他为啥回复那么慢；第5分钟安慰自己说他没看到；第6分钟收起手机等待；第7分钟掏出手机看，以为过了很久；第8分钟开始灰心，觉得他不会回复了；第9分钟好心情完全被破坏…对在乎的人会不会这样！（转）,0,0.0026432489272954795,-0.0011598431518807214,-0.00392156862745098,0.00392156862745098
通过长达十天两会的召开.新的婚姻法中规定 男女双方只要年满18周岁就可以结婚.并不是之前女方满20周男方满22周才可制成婚约.如今结婚证是国家级证书.高考时还可加3学分.现在在大学期间结婚.学费还可减半;跨民族结婚 生一个孩子奖励一万.好完成那些早婚人的梦想. 中共18大开完。亲。 我们结婚吧。[哈哈],1,0.0035645471180602824,0.0011336286059061387,-0.004347826086956522,0.004347826086956522
"摸奶节是云南双柏县鄂家镇彝族传统文化就是农历的7月14日、15日-16日三天，包括外来游人,如果在街上遇见喜欢的女子，都可以摸一摸女子的胸。姑娘们表面躲躲闪闪，但决无责怪之意因为这是他们这个地区的百姓延续了1000多年风俗。小伙以摸到奶为吉祥，姑娘以被摸奶为幸运和祝福![花心]",1,0.003830156332042853,0.0008272788108935272,0.0,0.0
披露中国的贪官:今天有两个中江县红十字会的人来我们这里购买了1万多元的救灾药品，要求开5万多元的发票。我们（成都制药一厂）没答应，结果由隔壁通化一家药厂经营部开给他们了。强烈谴责中国红十字会，并要中国红十字会对所有捐款去向做出解释，我们的捐款不是让你这样贪污的！,1,0.0036918726938118605,0.004671709716368959,0.004324324324324324,0.004324324324324324
我只能说我有留一手[哼] 我在:,1,0.001,-0.010757179626627039,0.0,0.0
【你好，明天】年，一天天近了。在奔波的路人心中，家就是一扇门、几间屋。可对房姐、房爷来说，门有几多、屋有几何？人不能和人比，可制度应平等对待每个人。改革收入分配，政府不能简单切蛋糕，更要致力于公平规则的建立。公权一旦成为特殊群体的利益垄断工具，将肥了少数人、苦了天下人。安。,0,0.003224939182437941,0.0005217887100961722,0.0,0.0
司马南:中堂大人，马关、中法条约都是您签的字，伊藤博文对您的评价甚高，国人据此说您是卖国贼，您有何感想？ 李鸿章:中国是一个又老又破的房子，我只是一个裱糊匠。 司马南: 镇压太平天国总是历史罪过吧？ 李鸿章:江苏巡抚，又兼通商大臣，这活儿只能我来干。,0,0.0025681949453464164,0.003180802813254619,0.005194805194805195,0.005194805194805195
【猫肉违法！】自2007年12月1日开始执行的中华人民共和国卫生部《新资源食品管理办法》中猫属于界定中的第一项无食用习惯的动物，猫拥有不被食用的合法身份。只要用途为食用，猫无论在运输还是屠宰过程都是违法的，拦截后可要求价值的10倍赔偿 ！！新资源食品管理办法全文链接：,1,0.00784990044700354,-0.0028424154975917565,0.0,0.0
她是美国人，却有着拳拳中国心。她很柔弱，却有着无坚不摧的力量。“1937年，南京人的血染红长江...”但她发现西方竟不了解这段历史。25岁，她历时3年完成轰动世界的《南京暴行》，并发现《拉贝日记》《魏特琳日记》。此后，成为日本抨击对象。04年抑郁症自杀，终年36岁。张纯如，唤醒历史的伟大女性。,0,0.003453810713848345,0.0001074126154122713,0.0,0.0
【楼管阿姨背学生趟水上课】据 报道：昨天下午2时许，在华中师范大学武汉传媒学院，2号教学楼楼管阿姨吴秀莹看到很多学生着装不方便，于是放下手头的清洁工作，来回背送6名学生到教学楼上课。吴阿姨说：“学生也挺不好意思的，我也是有孩子的人，理应照顾这些学生们。”,0,0.0032102450049193757,3.823411136003228e-05,0.0,0.0
有一天，这些都会过去的，想到这结果，我就欣慰……再怎么累死人的爱，再怎么累死人的恨，都会过去……失眠、被冤枉、塞车、太穷了，都会过去……被轻蔑、被迫说谎、被迫承认自己改变不了什么，或者，长得不好看，都会过去……——蔡康永,0,0.00268043070588173,-0.0011422780192373663,0.0,0.0
琴声在稳重矜持的旋律下缓缓歌唱，为了蓝天，为了清风，为了午后的阳光和森林，为了微风轻送的隐隐钟声和钟声中流传已久的幸福，这就是【卡农】。。。。.,0,0.0017471382994985664,-0.002013470046215482,0.00851063829787234,0.00851063829787234
李盟盟，21岁，河南开封县陈留四中学生，今年高考565分。因县招办失职把她的志愿申请锁在柜子忘了提交，造成任何大学都上不成。河南省高招办回应，此事不予处理！李盟盟是农村孩子，为供其上学妹妹辍学打工，父亲打工摔断了腿。你的一次转发也许就能帮她改变命运！试试能否创造奇迹！,1,0.004558544554404154,2.551014607690663e-05,0.0,0.0
[威武] 退出央视春晚后，将携众弟子南下，加盟江苏卫视蛇年春晚。此前已确认 也将参加江苏春晚。[给力]2013年，“赵家班”和“德云社”终于会师，两家pk，你支持哪家呢？[江南style]想必当晚一定很热闹！详情,0,0.003398481883469738,-0.0008531950378810589,0.006349206349206349,0.006349206349206349
MZ-劳苦大众: 图片女孩叫刘爱玲，她家被政府强拆，父亲因此上访而被打残关进黑监狱！最后她不得已上陕西省上访，在。上访路上竟被政府抓回来永寿县，最后被陕西省永寿县司法局长杨志斌和手下轮强奸，她感到痛苦绝望而最后跳楼自杀。她人死了，难道正义的呼声也随她而去？不！正义转发！,1,0.004020766496833567,-0.001089847331711465,-0.004878048780487805,0.004878048780487805
[耕读]设想在北京北边郊区如海淀或昌平，找一个风景美丽、空气清新的村庄，若干读书人租住民房和耕地，过传统耕读生活？大家以为如何？有此意向的，可跟贴附议。,0,0.00280556910933903,-0.002091778674825011,0.00851063829787234,0.00851063829787234
40分钟的生命权值多少钱？美国一死囚执行死刑前，照例大吃一顿。这家伙吃了大餐还喝了红酒，没想突发脑溢血当场挂了。比执行死刑早死了40分钟。其亲属因此状告监狱：救护不力，明知高血压还让喝酒，让死囚丧失了本应享受40分钟的美好生命。官司赢了。40分钟的价值是350万美元。,1,0.0029728929056833746,0.0005519498104648563,-0.004819277108433735,0.004819277108433735
【扫图】德国Koneko杂志韩娱特刊KBang~ ~~~ 写的关于SHINee的报道出来了呀 【转载请注明出处！谢谢配合！】,0,0.002441822656490861,0.0022714533268954305,0.0125,0.0125
还是宅在家里好了！！！[可怜] 「via：粉泡泡YUKI」,0,0.001728619116911341,0.004667258734343045,0.021052631578947368,0.021052631578947368
【处女座的五大缺点，你有吗？】No.1、胆子太小害怕恋爱；No.2、杞人忧天胡思乱想；No.3、唯唯诺诺没有自信；No.4、喜欢吃醋容易嫉妒；No.5、情绪化又容易歇斯底里,0,0.0022803873664328372,0.001109214385914108,-0.009523809523809525,0.009523809523809525
有这样一群人，他们分不清动车和高铁，他们不知道什么叫化合物，他们不懂律诗和绝句有什么区别，他们不认识F-16战斗机和虎式坦克，他们不知道金卢布有多贵，他们不知道延安整风都有什么人，他们不知道汪兆铭是干什么的，他们没见过刑讯椅，他们甚至不知道9月有几天——但是他们自称是知识分子。,0,0.002094596775876073,0.004775434943693175,0.0,0.0
他没死 已经抢救过来了 昨天说死是因为当时当地人看到爆炸很厉害才说不会活过来 还有媒体没有确认之下直接说明他死了 。但他今早发表声明说自己还活着 还让影迷们别太早为他办葬礼之类的话. 活着就好了. 反正活过来了 这是奇迹.还说速度还在激情也在。这伤口看着真心疼[流泪],1,0.003639140821180561,0.0017633424234671433,-0.005,0.005
【日本首相对中日在联大交锋表示遗憾】日本共同社报道，日本首相野田佳彦28日在博客上就中日两国在联合国大会就钓鱼岛问题展开交锋一事表示遗憾。野田称，日本在阐明主张的同时着眼大局，冷静应对。野田还说，联大不应就领土问题个案表达本国立场，他对中国外交部长杨洁篪在发言中提到钓鱼岛表示不满。,0,0.0034260655184387904,0.0021598977188562614,0.0,0.0
对付疲惫：睡觉。对付恐惧：睡觉。对付感冒：睡觉。对付饥饿：睡觉。对付失恋：睡觉。一觉治百病，一觉平天下，专注睡觉二十年，睡觉！值得信赖~,0,0.0017914671117287024,0.010605383405167597,0.0,0.0
请玻璃心朋友不要动不动就说这是虐狗好吗 这是与宠物的互动和服从性的训练 行啊你家狗狗不训练天天满屋子给擦屎擦尿出去溜达撒手就没半夜乱叫见人就吠就是爱宠之人了我给你点个赞[嘻嘻]我上次看见 转发了个狗主人在狗头上放了个鞋子的图就被批判了 玻璃心伤不起啊[泪],0,0.0029575619698669476,-0.0006078577483888431,-0.009302325581395349,0.009302325581395349
有多少人小时候年少无知地认为，列宁是一个姓列名宁的中国人？,0,0.001,0.008286209963740137,0.0,0.0
JFC的VTR，內容是年末控，DB，豆芽的告知，時間比較短。最初光一先生比剛先生高半個頭有驚到XD 兩人還是和以往一樣一邊說一邊撞來撞去。,0,0.0014132056216741443,0.0005196538188060902,0.0,0.0
即使土地被野火烧得一片焦黑，一场淋漓的大雨过后，依然会有无数勇敢的花冒出头来。种子虽弱不曾死，希望微小一直在，这就是活着的意义。,0,0.0029891324299992617,0.0011773607174487967,0.00975609756097561,0.00975609756097561
